#  z        dl        sig_dl
0.40996 2204.75329  208.63640
0.50276 2587.31913  248.11594
0.38171 2055.84326  135.40976
0.27989 1286.41176   67.34004
0.23071  999.28645   70.21439
0.42693 2300.80599  172.42153
0.55014 3004.83065  198.67679
0.32531 1751.98345  113.82221
0.35092 1780.28692  105.20602
0.32832 1755.86046  146.82844
0.45059 2188.06390  132.62941
0.06441  295.08695   14.74700
0.06559  270.71355   15.80454
0.31811 1630.49698   93.61301
0.14539  796.19602   63.22389
0.13947  639.70538   33.26579
0.42967 2517.85085  177.08956
0.21641  931.42952   49.57285
0.36616 1687.91277  143.12903
0.38083 1955.50981  124.47782
0.42086 2213.96117  165.65847
0.19958  938.31790   66.10334
0.51090 2594.89626  206.83096
0.42696 2364.72150  166.59172
0.31579 1725.20219  120.94240
0.57824 3206.56465  239.85565
0.48176 2840.01086  201.64500
0.39267 1939.59028  141.86800
0.17359  737.30979   36.77921
0.33059 1776.96961   94.36984
0.29948 1551.27931  115.32341
0.22943 1100.65193   71.53210
0.29291 1441.61735  113.41273
0.20861  930.22927   48.30927
0.27509 1280.50123   68.50514
0.30337 1526.33548   83.41452
0.35902 1946.12172  120.29469
0.36020 1675.09715  123.75658
0.34902 1763.31540   99.32999
0.63056 3261.21927  177.17477
0.32092 1794.07254  128.04290
0.51002 2626.33427  142.98531
0.36646 1783.77470  102.12570
0.13823  643.99130   30.78940
0.17920  910.64687   62.56007
0.17157  783.42964   41.80421
0.27047 1250.60454   71.54273
0.34688 1979.29260  230.92403
0.47942 2358.41376  158.92355
0.31894 1711.51220  108.00019
0.51879 2764.13977  193.26611
0.37990 1933.88213  116.33144
0.37089 1895.00343  230.21118
0.18152  880.64323   51.00725
0.22374 1000.48366   56.33558
0.14135  658.32447   40.10141
0.30567 1538.04839   85.11727
0.40471 1886.29668  133.49546
0.28578 1372.30296   85.83684
0.30156 1469.53522   91.34333
0.26388 1248.47543   74.49744
0.50091 2781.89030  251.52678
0.30525 1508.65522   78.45270
0.38598 2025.30297  117.53967
0.19860  952.44521   53.65255
0.09121  399.58576   20.30063
0.47796 2724.08089  206.90195
0.33159 1645.12916   88.46690
0.47175 2465.64189  170.35120
0.33081 1601.47440  115.03482
0.26088 1322.63497   86.65951
0.07141  303.03305   16.63758
0.18141  861.39035   63.20329
0.33829 1708.55908  118.83131
0.12211  530.55450   28.09072
0.25012 1182.22462   77.94985
0.16046  762.90419   58.68274
0.29843 1774.06693  131.10935
0.38887 1877.62993  121.89868
0.29245 1392.32301  105.75103
0.32841 1524.40372  121.08410
0.30549 1548.46003   94.89401
0.28546 1390.88108   89.36926
0.42886 2217.37936  150.23690
0.17967  883.48667   69.13808
0.18959  891.35355   65.89447
0.24849 1224.75720   82.95431
0.40927 2219.16707  194.66815
0.24146 1050.38860   62.96774
0.33748 1681.97680  128.79695
0.07060  352.26541   48.63547
0.34546 1745.25946  130.70869
0.33060 1767.70585  127.13816
0.05495  234.62268   12.58983
0.42359 2116.94707  138.94688
0.10720  488.64111   25.00507
0.28540 1245.37459   70.64125
0.32553 1713.36543  109.22197
0.33493 1581.79428   82.25605
0.29090 1291.78429   94.93159
0.44058 2161.52369  136.34712
0.24111 1169.79564   60.23872
0.46101 2512.29133  190.17947
0.11944  521.13471   29.88431
0.54539 3302.40247  222.38286
0.41155 2353.85659  139.75162
0.26848 1313.56026   87.33548
0.04976  209.19437   13.03200
0.41131 2324.55593  164.72573
0.07369  314.12319   22.65769
0.31841 1846.37538  179.31538
0.41930 1915.44638  134.10270
0.42028 2228.58909  239.27438
0.43885 2200.74640  194.47140
0.48040 2441.91195  193.73726
0.19980  961.05889   60.18013
0.30143 1631.06024  108.55799
0.29020 1374.80151   87.60787
0.30920 1470.78774   99.04243
0.29560 1569.71208   88.93015
0.33848 1685.27198  107.93565
0.37860 1963.85763  132.33608
0.08960  393.37794   21.17204
0.45070 2408.35221  171.66217
0.46040 2571.69819  174.42119
1.20600 9951.07501  1536.37752
1.33000 9347.16696  638.90728
1.54000 10750.7806  1043.09868
1.55000 11256.6717  962.56239
1.70000 11530.2838  1504.03237
1.80000 12308.9214  1065.58050
2.26000 16803.5096  1972.07468
1.91400 12083.1453  1424.21062
1.30000 8995.59719  740.62776
1.34000 8770.81600  659.30154
1.02000 6706.09961  511.81904
0.73500 3901.30586  240.79016
1.12000 7290.88083  553.76383
1.23000 8076.62651  712.58404
1.23000 8906.35496  700.87233
0.85400 5158.93433  509.81482
1.37000 8978.00825  670.74089
0.97520 6183.29547  398.29642
0.97000 7466.03463  900.12044
0.74000 4158.34004  241.42753
1.39000 8367.77512  775.65719
1.30500 7995.39639  865.42970
0.93500 5050.33283  385.68119
1.01400 6620.48796  698.61680
1.31500 9088.03519  831.74807
1.09200 5993.35496  728.92040
0.03351  105.65742   45.43625
0.12500  545.90868  464.34699
0.17000  493.56005  235.43593
0.25000  970.82287  619.06312
0.33990 1364.52030  600.94469
0.36000 3929.52449 1937.23199
0.41000 1449.37244  736.47530
0.41400 3683.49428 2063.40920
0.43400 1999.58560  907.23543
0.45000 2339.05266 1081.24618
0.49000  883.40530  385.20849
0.52950 3466.57021 1657.77610
0.54000  956.57714  407.86642
0.54200 1909.58942  858.43785
0.54300 2826.70183 1723.50754
0.54400 2555.75960 1091.66407
0.55000 3171.46556 1389.47505
0.60600 2176.50666  943.20216
0.61800 5633.26264 2793.64089
0.65280 2367.88169 1100.39669
0.67700 5631.96568 2550.92563
0.68900 5937.45047 2549.50769
0.69000 2864.70562 1224.60463
0.69500 4361.94314 2241.80625
0.70600 1801.10902  784.18897
0.71600 1215.73802  534.68074
0.71600 1808.67277  848.74481
0.73600 7561.36147 3240.71106
0.78000 1481.01685  665.08472
0.80000 2900.28048 1511.17530
0.80490 9788.58688 4241.08142
0.82000 3657.63193 1588.48164
0.83500 6828.10200 3426.91226
0.84200 3468.80591 1744.59553
0.84600 5922.15814 2535.60361
0.85900 4178.49609 2178.79924
0.89690 8144.41697 3750.82328
0.93700 3814.34525 1635.86599
0.94700 2694.75943 1283.66786
0.95800 3956.58044 1825.26212
0.96600 7080.43597 3122.35548
0.97100 3553.85742 1954.04104
1.00000 5149.43997 3174.08053
1.01000 5684.60117 3165.87190
1.02000 3081.76842 1428.19223
1.03000 5379.22859 2377.54994
1.06000 8098.78743 3750.59433
1.06300 8108.49027 3532.93241
1.08300 4272.47962 1918.50775
1.09200 4256.76818 1832.42017
1.09600 12587.51497 7377.07470
1.10000 6675.74901 3323.42087
1.11000 5518.74084 3243.68321
1.12000 4567.51519 1978.70149
1.15880 10138.18005 5108.68582
1.24000 6092.56260 2652.83715
1.25000 3699.47418 1791.66450
1.26200 4672.61501 2072.93210
1.29700 3052.95217 1329.61430
1.30000 3656.45304 1724.68321
1.31400 13284.95232 5834.51938
1.33100 3205.08831 1980.76202
1.35000 9201.95277 4024.15463
1.36800 9170.64749 3981.58908
1.40500 8773.64383 3817.50364
1.44000 4541.08886 2006.53820
1.44360 5789.48589 2701.65015
1.46000 6632.23643 3417.65821
1.48000 6295.35173 3091.59511
1.48000 5148.01733 2203.16231
1.48900 10061.90007 4833.79515
1.52000 3751.45723 1691.48971
1.54700 15305.93977 6672.47041
1.54700 6499.50078 2914.29589
1.56300 3599.15044 2818.12389
1.56700 5881.11945 2511.98653
1.60000 6840.69142 3338.61149
1.60400 20245.10344 8974.17603
1.60800 23692.99703 11318.73957
1.61300 8680.40523 3792.05573
1.61900 7424.03482 3234.86371
1.64000 10174.19366 4492.94052
1.69190 4536.69936 2166.20860
1.71000 13645.83137 6039.35874
1.72700 4487.24725 2012.35075
1.72800 7547.09818 3288.55893
1.77000 3933.50766 1712.10071
1.79800 8146.66766 3534.30577
1.80000 11925.59345 5211.80576
1.82200 8978.83519 3827.40898
1.85800 10811.84971 6142.50449
1.88360 17979.59894 10669.92560
1.90000 14357.53885 7490.77069
1.92290 8570.77314 4400.22274
1.95000 20034.56882 10045.33176
1.96850 8349.87550 3844.75656
1.98000 8148.16847 3835.76354
2.05000 23181.41810 14076.39233
2.07000 6107.45112 2633.58296
2.08580 8666.82445 6253.89193
2.08800 14881.95545 6740.71160
2.10600 18345.09647 8161.77546
2.10620 5606.08915 2388.82508
2.14000 9091.59330 4009.89177
2.14500 30301.21200 13745.08431
2.19900 19245.09237 9402.44057
2.20000 9670.30117 4147.24152
2.20450 23527.72850 10090.25463
2.22000 11162.97623 6172.10831
2.26000 5965.40591 2555.06282
2.27000 10134.44570 4368.77233
2.29600 12600.85459 6700.54838
2.30000 17467.87197 10025.74905
2.34600 23595.00100 12634.86240
2.43300 23626.53315 11936.01332
2.45200 29702.97844 15591.77031
2.48600 9241.44749 4020.44544
2.48800 10869.26056 4718.48445
2.51200 13109.31503 5644.92199
2.58000 7920.99976 3443.40089
2.59100 16791.13294 7415.76510
2.61500 15206.87584 7050.58535
2.65000 13505.16828 6236.52935
2.67100 11925.04427 5180.58707
2.69000 16605.80753 8874.25221
2.75200 12639.79412 6249.91446
2.77000 16568.37822 7098.72364
2.82100 21287.27154 9193.60029
2.83000 21614.24152 9260.43522
2.89300 33082.62789 16485.99139
2.89830 11501.64609 5449.01228
3.00000 16980.87246 8665.23960
3.03600 16220.34174 7166.14942
3.03800 9533.66747 5240.07151
3.07500 22384.11869 10706.65248
3.20000 14369.44518 7395.18904
3.22000 13114.14557 6042.00635
3.35000 33071.96503 14533.99855
3.36000 34942.98486 16274.67801
3.37000 30582.99403 17201.19905
3.42000 25620.05159 11753.54679
3.42400 26051.93584 12629.13655
3.50000 22731.07631 12894.24691
3.50000 11420.36541 5128.70954
3.53280 24865.66051 13073.74017
3.57000 14761.82322 6708.45038
3.60000 13357.34059 6721.24116
